ACC,ARI,NMI,known_acc,unknown_acc,epoch,dataset,method,known_cls_ratio,labeled_ratio,cluster_num_factor,seed
88.89,84.04,95.28,0.9493333333333334,0.8284444444444444,25,clinc,lrap,0.5,0.1,1.0,0
89.47,84.57,95.51,0.9528888888888888,0.8364444444444444,26,clinc,lrap,0.5,0.1,1.0,0
89.91,84.47,95.42,0.9546666666666668,0.8435555555555555,27,clinc,lrap,0.5,0.1,1.0,0
90.18,85.18,95.65,0.9662222222222222,0.8373333333333334,28,clinc,lrap,0.5,0.1,1.0,0
90.71,85.7,95.79,0.9582222222222222,0.856,29,clinc,lrap,0.5,0.1,1.0,0
90.0,85.3,95.74,0.9528888888888888,0.8471111111111111,30,clinc,lrap,0.5,0.1,1.0,0
91.11,86.08,95.99,0.9528888888888888,0.8693333333333333,31,clinc,lrap,0.5,0.1,1.0,0
90.13,85.77,95.91,0.9662222222222222,0.8364444444444444,32,clinc,lrap,0.5,0.1,1.0,0
90.84,86.13,96.06,0.9635555555555556,0.8533333333333334,33,clinc,lrap,0.5,0.1,1.0,0
91.38,86.44,95.98,0.9662222222222222,0.8613333333333333,34,clinc,lrap,0.5,0.1,1.0,0
91.02,86.64,96.11,0.9635555555555556,0.8568888888888889,35,clinc,lrap,0.5,0.1,1.0,0
92.04,87.46,96.3,0.9626666666666668,0.8782222222222222,36,clinc,lrap,0.5,0.1,1.0,0
91.69,87.34,96.25,0.9653333333333334,0.8684444444444445,37,clinc,lrap,0.5,0.1,1.0,0
91.73,87.53,96.29,0.9635555555555556,0.8711111111111111,38,clinc,lrap,0.5,0.1,1.0,0
91.73,87.55,96.33,0.9653333333333334,0.8693333333333333,39,clinc,lrap,0.5,0.1,1.0,0
93.87,89.93,96.93,0.9724444444444444,0.9048888888888889,40,clinc,lrap,0.5,0.1,1.0,0
93.56,89.49,96.76,0.9662222222222222,0.9048888888888889,41,clinc,lrap,0.5,0.1,1.0,0
93.91,89.69,96.82,0.9688888888888888,0.9093333333333332,42,clinc,lrap,0.5,0.1,1.0,0
93.78,89.92,96.89,0.9697777777777776,0.9057777777777778,43,clinc,lrap,0.5,0.1,1.0,0
93.07,88.8,96.61,0.9715555555555556,0.8897777777777778,44,clinc,lrap,0.5,0.1,1.0,0
94.62,90.24,96.87,0.968,0.9244444444444444,45,clinc,lrap,0.5,0.1,1.0,0
94.22,90.21,96.88,0.968,0.9164444444444444,46,clinc,lrap,0.5,0.1,1.0,0
94.09,90.23,97.04,0.9662222222222222,0.9155555555555556,47,clinc,lrap,0.5,0.1,1.0,0
93.42,89.4,96.74,0.9653333333333334,0.9031111111111112,48,clinc,lrap,0.5,0.1,1.0,0
94.0,90.12,96.9,0.9662222222222222,0.9137777777777778,49,clinc,lrap,0.5,0.1,1.0,0
94.84,91.61,97.31,0.9724444444444444,0.9244444444444444,50,clinc,lrap,0.5,0.1,1.0,0
95.33,91.58,97.21,0.9697777777777776,0.9368888888888888,51,clinc,lrap,0.5,0.1,1.0,0
94.27,90.57,97.01,0.9671111111111113,0.9182222222222224,52,clinc,lrap,0.5,0.1,1.0,0
95.29,91.52,97.24,0.968,0.9377777777777778,53,clinc,lrap,0.5,0.1,1.0,0
94.84,91.0,97.15,0.9671111111111113,0.9297777777777778,54,clinc,lrap,0.5,0.1,1.0,0
94.44,90.32,97.06,0.9706666666666668,0.9182222222222224,55,clinc,lrap,0.5,0.1,1.0,0
94.0,90.51,97.18,0.968,0.912,56,clinc,lrap,0.5,0.1,1.0,0
95.42,92.0,97.5,0.9715555555555556,0.9368888888888888,57,clinc,lrap,0.5,0.1,1.0,0
96.27,93.14,97.76,0.9742222222222222,0.9511111111111112,58,clinc,lrap,0.5,0.1,1.0,0
95.69,92.23,97.46,0.9724444444444444,0.9413333333333334,59,clinc,lrap,0.5,0.1,1.0,0
95.42,92.18,97.62,0.9733333333333334,0.9351111111111112,60,clinc,lrap,0.5,0.1,1.0,0
95.29,91.72,97.33,0.9733333333333334,0.9324444444444444,61,clinc,lrap,0.5,0.1,1.0,0
95.42,92.25,97.56,0.9733333333333334,0.9351111111111112,62,clinc,lrap,0.5,0.1,1.0,0
94.31,90.73,97.22,0.9724444444444444,0.9137777777777778,63,clinc,lrap,0.5,0.1,1.0,0
95.38,92.32,97.63,0.9742222222222222,0.9333333333333332,64,clinc,lrap,0.5,0.1,1.0,0
96.71,93.46,97.79,0.9742222222222222,0.96,65,clinc,lrap,0.5,0.1,1.0,0
95.38,92.08,97.56,0.9715555555555556,0.936,66,clinc,lrap,0.5,0.1,1.0,0
95.96,92.45,97.56,0.9733333333333334,0.9457777777777778,67,clinc,lrap,0.5,0.1,1.0,0
96.27,92.62,97.55,0.9751111111111112,0.9502222222222222,68,clinc,lrap,0.5,0.1,1.0,0
95.51,92.3,97.51,0.9751111111111112,0.9351111111111112,69,clinc,lrap,0.5,0.1,1.0,0
95.78,92.2,97.47,0.9715555555555556,0.944,70,clinc,lrap,0.5,0.1,1.0,0
96.44,92.92,97.56,0.9742222222222222,0.9546666666666668,71,clinc,lrap,0.5,0.1,1.0,0
95.91,92.44,97.54,0.9751111111111112,0.9431111111111112,72,clinc,lrap,0.5,0.1,1.0,0
95.96,92.63,97.63,0.9742222222222222,0.9448888888888888,73,clinc,lrap,0.5,0.1,1.0,0
95.69,92.36,97.54,0.9768888888888888,0.9368888888888888,74,clinc,lrap,0.5,0.1,1.0,0
95.47,91.74,97.32,0.9724444444444444,0.9368888888888888,75,clinc,lrap,0.5,0.1,1.0,0
95.07,91.91,97.49,0.976,0.9253333333333332,76,clinc,lrap,0.5,0.1,1.0,0
95.29,91.89,97.46,0.9751111111111112,0.9306666666666666,77,clinc,lrap,0.5,0.1,1.0,0
94.89,91.24,97.27,0.9742222222222222,0.9235555555555556,78,clinc,lrap,0.5,0.1,1.0,0
95.47,91.63,97.26,0.96,0.9493333333333334,79,clinc,lrap,0.5,0.1,1.0,0
95.82,92.06,97.43,0.976,0.9404444444444444,80,clinc,lrap,0.5,0.1,1.0,0
96.36,92.71,97.51,0.9724444444444444,0.9546666666666668,81,clinc,lrap,0.5,0.1,1.0,0
95.42,91.4,97.17,0.9697777777777776,0.9386666666666666,82,clinc,lrap,0.5,0.1,1.0,0
95.6,92.25,97.46,0.9751111111111112,0.9368888888888888,83,clinc,lrap,0.5,0.1,1.0,0
95.38,91.88,97.48,0.976,0.9315555555555556,84,clinc,lrap,0.5,0.1,1.0,0
95.96,92.66,97.63,0.976,0.9431111111111112,85,clinc,lrap,0.5,0.1,1.0,0
95.16,91.3,97.27,0.9742222222222222,0.9288888888888888,86,clinc,lrap,0.5,0.1,1.0,0
94.71,90.78,97.08,0.9671111111111113,0.9271111111111112,87,clinc,lrap,0.5,0.1,1.0,0
95.64,92.01,97.46,0.9715555555555556,0.9413333333333334,88,clinc,lrap,0.5,0.1,1.0,0
95.47,91.69,97.26,0.9688888888888888,0.9404444444444444,89,clinc,lrap,0.5,0.1,1.0,0
96.0,92.08,97.28,0.9724444444444444,0.9475555555555556,90,clinc,lrap,0.5,0.1,1.0,0
94.62,90.73,97.16,0.9688888888888888,0.9235555555555556,91,clinc,lrap,0.5,0.1,1.0,0
94.89,91.03,97.18,0.9742222222222222,0.9235555555555556,92,clinc,lrap,0.5,0.1,1.0,0
95.78,92.01,97.37,0.9715555555555556,0.944,93,clinc,lrap,0.5,0.1,1.0,0
95.78,92.19,97.43,0.9742222222222222,0.9413333333333334,94,clinc,lrap,0.5,0.1,1.0,0
95.64,92.16,97.43,0.96,0.9528888888888888,95,clinc,lrap,0.5,0.1,1.0,0
95.56,91.78,97.3,0.9742222222222222,0.9368888888888888,96,clinc,lrap,0.5,0.1,1.0,0
95.96,91.99,97.26,0.976,0.9431111111111112,97,clinc,lrap,0.5,0.1,1.0,0
95.78,92.12,97.41,0.9768888888888888,0.9386666666666666,98,clinc,lrap,0.5,0.1,1.0,0
96.13,92.29,97.37,0.976,0.9466666666666668,99,clinc,lrap,0.5,0.1,1.0,0
94.84,91.02,97.14,0.9751111111111112,0.9217777777777778,100,clinc,lrap,0.5,0.1,1.0,0
95.6,91.88,97.37,0.976,0.936,101,clinc,lrap,0.5,0.1,1.0,0
95.56,91.83,97.32,0.9635555555555556,0.9475555555555556,102,clinc,lrap,0.5,0.1,1.0,0
95.51,91.65,97.24,0.9733333333333334,0.9368888888888888,103,clinc,lrap,0.5,0.1,1.0,0
95.2,91.53,97.24,0.9733333333333334,0.9306666666666666,104,clinc,lrap,0.5,0.1,1.0,0
94.98,91.36,97.28,0.9724444444444444,0.9271111111111112,105,clinc,lrap,0.5,0.1,1.0,0
95.33,91.21,97.12,0.9733333333333334,0.9333333333333332,106,clinc,lrap,0.5,0.1,1.0,0
95.24,91.38,97.14,0.9715555555555556,0.9333333333333332,107,clinc,lrap,0.5,0.1,1.0,0
95.16,91.12,97.14,0.9724444444444444,0.9306666666666666,108,clinc,lrap,0.5,0.1,1.0,0
95.78,92.39,97.48,0.976,0.9395555555555556,109,clinc,lrap,0.5,0.1,1.0,0
95.24,91.58,97.26,0.9768888888888888,0.928,110,clinc,lrap,0.5,0.1,1.0,0
95.16,91.01,97.03,0.9706666666666668,0.9324444444444444,111,clinc,lrap,0.5,0.1,1.0,0
94.67,90.89,97.13,0.9715555555555556,0.9217777777777778,112,clinc,lrap,0.5,0.1,1.0,0
95.73,92.16,97.4,0.9751111111111112,0.9395555555555556,113,clinc,lrap,0.5,0.1,1.0,0
94.36,90.52,97.02,0.9724444444444444,0.9146666666666666,114,clinc,lrap,0.5,0.1,1.0,0
96.04,92.18,97.29,0.976,0.9448888888888888,115,clinc,lrap,0.5,0.1,1.0,0
95.11,91.11,97.11,0.9688888888888888,0.9333333333333332,116,clinc,lrap,0.5,0.1,1.0,0
94.98,90.85,96.99,0.9662222222222222,0.9333333333333332,117,clinc,lrap,0.5,0.1,1.0,0
95.2,91.14,97.06,0.9706666666666668,0.9333333333333332,118,clinc,lrap,0.5,0.1,1.0,0
95.07,90.9,96.98,0.9697777777777776,0.9315555555555556,119,clinc,lrap,0.5,0.1,1.0,0
94.18,89.93,96.83,0.9688888888888888,0.9146666666666666,120,clinc,lrap,0.5,0.1,1.0,0
95.11,90.93,97.01,0.96,0.9422222222222222,121,clinc,lrap,0.5,0.1,1.0,0
95.78,91.65,97.14,0.9724444444444444,0.9431111111111112,122,clinc,lrap,0.5,0.1,1.0,0
95.11,90.9,97.01,0.9724444444444444,0.9297777777777778,123,clinc,lrap,0.5,0.1,1.0,0
94.98,90.72,96.92,0.9724444444444444,0.9271111111111112,124,clinc,lrap,0.5,0.1,1.0,0
95.02,90.68,96.92,0.9697777777777776,0.9306666666666666,125,clinc,lrap,0.5,0.1,1.0,0
94.71,90.41,96.81,0.9706666666666668,0.9235555555555556,126,clinc,lrap,0.5,0.1,1.0,0
95.02,90.68,96.99,0.9751111111111112,0.9253333333333332,127,clinc,lrap,0.5,0.1,1.0,0
95.02,90.71,96.87,0.9706666666666668,0.9297777777777778,128,clinc,lrap,0.5,0.1,1.0,0
95.38,91.33,97.15,0.9715555555555556,0.936,129,clinc,lrap,0.5,0.1,1.0,0
94.89,90.57,96.89,0.9724444444444444,0.9253333333333332,130,clinc,lrap,0.5,0.1,1.0,0
93.87,89.45,96.59,0.9688888888888888,0.9084444444444444,131,clinc,lrap,0.5,0.1,1.0,0
95.42,90.9,96.87,0.9715555555555556,0.9368888888888888,132,clinc,lrap,0.5,0.1,1.0,0
94.58,89.97,96.7,0.9715555555555556,0.92,133,clinc,lrap,0.5,0.1,1.0,0
95.51,91.13,96.94,0.9724444444444444,0.9377777777777778,134,clinc,lrap,0.5,0.1,1.0,0
94.76,90.34,96.76,0.9688888888888888,0.9262222222222222,135,clinc,lrap,0.5,0.1,1.0,0
94.84,90.43,96.81,0.9724444444444444,0.9244444444444444,136,clinc,lrap,0.5,0.1,1.0,0
95.11,91.05,97.0,0.9733333333333334,0.9288888888888888,137,clinc,lrap,0.5,0.1,1.0,0
95.42,90.94,96.88,0.9715555555555556,0.9368888888888888,138,clinc,lrap,0.5,0.1,1.0,0
94.27,90.02,96.8,0.9671111111111113,0.9182222222222224,139,clinc,lrap,0.5,0.1,1.0,0
95.02,90.87,96.97,0.96,0.9404444444444444,140,clinc,lrap,0.5,0.1,1.0,0
94.67,90.35,96.77,0.9671111111111113,0.9262222222222222,141,clinc,lrap,0.5,0.1,1.0,0
94.4,89.72,96.54,0.9653333333333334,0.9226666666666666,142,clinc,lrap,0.5,0.1,1.0,0
94.58,90.14,96.71,0.9644444444444444,0.9271111111111112,143,clinc,lrap,0.5,0.1,1.0,0
94.98,90.84,96.97,0.9706666666666668,0.9288888888888888,144,clinc,lrap,0.5,0.1,1.0,0
94.76,90.25,96.74,0.9706666666666668,0.9244444444444444,145,clinc,lrap,0.5,0.1,1.0,0
94.09,89.68,96.73,0.9715555555555556,0.9102222222222224,146,clinc,lrap,0.5,0.1,1.0,0
94.71,90.33,96.78,0.9555555555555556,0.9386666666666666,147,clinc,lrap,0.5,0.1,1.0,0
94.89,90.52,96.84,0.9724444444444444,0.9253333333333332,148,clinc,lrap,0.5,0.1,1.0,0
94.98,90.53,96.89,0.9724444444444444,0.9271111111111111,149,clinc,lrap,0.5,0.1,1.0,0
