ACC,ARI,NMI,known_acc,unknown_acc,epoch,dataset,method,known_cls_ratio,labeled_ratio,cluster_num_factor,seed
88.2,76.86,83.4,0.9,0.864,39,stackoverflow,ligd,0.5,0.1,1.0,0
88.6,77.73,83.73,0.904,0.868,40,stackoverflow,ligd,0.5,0.1,1.0,0
88.3,77.08,83.25,0.908,0.858,41,stackoverflow,ligd,0.5,0.1,1.0,0
88.3,77.17,83.33,0.906,0.86,42,stackoverflow,ligd,0.5,0.1,1.0,0
87.9,76.28,82.92,0.9,0.858,43,stackoverflow,ligd,0.5,0.1,1.0,0
88.3,77.21,83.49,0.894,0.872,44,stackoverflow,ligd,0.5,0.1,1.0,0
88.3,77.22,83.19,0.906,0.86,45,stackoverflow,ligd,0.5,0.1,1.0,0
87.5,75.68,82.18,0.894,0.856,46,stackoverflow,ligd,0.5,0.1,1.0,0
88.8,78.22,83.8,0.91,0.866,47,stackoverflow,ligd,0.5,0.1,1.0,0
88.8,78.0,83.83,0.91,0.866,48,stackoverflow,ligd,0.5,0.1,1.0,0
88.6,77.79,83.69,0.9,0.872,49,stackoverflow,ligd,0.5,0.1,1.0,0
88.5,77.62,83.6,0.9,0.87,50,stackoverflow,ligd,0.5,0.1,1.0,0
87.9,76.44,82.53,0.898,0.86,51,stackoverflow,ligd,0.5,0.1,1.0,0
88.3,77.2,83.37,0.898,0.868,52,stackoverflow,ligd,0.5,0.1,1.0,0
88.1,76.98,82.85,0.902,0.86,53,stackoverflow,ligd,0.5,0.1,1.0,0
88.2,77.03,83.04,0.898,0.866,54,stackoverflow,ligd,0.5,0.1,1.0,0
88.2,77.11,83.14,0.904,0.86,55,stackoverflow,ligd,0.5,0.1,1.0,0
88.4,77.44,83.39,0.9,0.868,56,stackoverflow,ligd,0.5,0.1,1.0,0
88.1,77.07,83.27,0.898,0.864,57,stackoverflow,ligd,0.5,0.1,1.0,0
88.1,76.93,83.01,0.9,0.862,58,stackoverflow,ligd,0.5,0.1,1.0,0
88.2,77.04,83.07,0.9,0.864,59,stackoverflow,ligd,0.5,0.1,1.0,0
88.0,76.91,82.94,0.894,0.866,60,stackoverflow,ligd,0.5,0.1,1.0,0
88.4,77.51,83.57,0.902,0.866,61,stackoverflow,ligd,0.5,0.1,1.0,0
88.3,77.37,83.53,0.894,0.872,62,stackoverflow,ligd,0.5,0.1,1.0,0
88.4,77.59,83.67,0.902,0.866,63,stackoverflow,ligd,0.5,0.1,1.0,0
90.1,80.30,85.32,0.904,0.864,64,stackoverflow,ligd,0.5,0.1,1.0,0
88.3,77.31,83.36,0.9,0.866,65,stackoverflow,ligd,0.5,0.1,1.0,0
87.8,76.39,82.58,0.89,0.866,66,stackoverflow,ligd,0.5,0.1,1.0,0
87.7,76.3,82.58,0.896,0.858,67,stackoverflow,ligd,0.5,0.1,1.0,0
87.8,76.56,82.48,0.896,0.86,68,stackoverflow,ligd,0.5,0.1,1.0,0
88.0,76.8,83.09,0.902,0.858,69,stackoverflow,ligd,0.5,0.1,1.0,0
88.0,76.87,83.06,0.896,0.864,70,stackoverflow,ligd,0.5,0.1,1.0,0
87.7,76.21,82.82,0.9,0.854,71,stackoverflow,ligd,0.5,0.1,1.0,0
88.3,77.29,83.34,0.906,0.86,72,stackoverflow,ligd,0.5,0.1,1.0,0
88.5,77.82,83.67,0.904,0.866,73,stackoverflow,ligd,0.5,0.1,1.0,0
88.6,77.89,83.94,0.91,0.862,74,stackoverflow,ligd,0.5,0.1,1.0,0
87.5,76.04,82.18,0.892,0.858,75,stackoverflow,ligd,0.5,0.1,1.0,0
87.7,76.15,82.71,0.894,0.86,76,stackoverflow,ligd,0.5,0.1,1.0,0
88.1,77.11,83.24,0.9,0.862,77,stackoverflow,ligd,0.5,0.1,1.0,0
87.6,76.11,82.42,0.896,0.856,78,stackoverflow,ligd,0.5,0.1,1.0,0
88.1,77.1,83.1,0.902,0.86,79,stackoverflow,ligd,0.5,0.1,1.0,0
88.3,77.37,83.04,0.902,0.864,80,stackoverflow,ligd,0.5,0.1,1.0,0
88.4,77.59,83.54,0.902,0.866,81,stackoverflow,ligd,0.5,0.1,1.0,0
88.4,77.64,83.5,0.902,0.866,82,stackoverflow,ligd,0.5,0.1,1.0,0
87.7,76.4,82.67,0.898,0.856,83,stackoverflow,ligd,0.5,0.1,1.0,0
88.1,77.16,83.25,0.9,0.862,84,stackoverflow,ligd,0.5,0.1,1.0,0
88.3,77.4,83.01,0.9,0.866,85,stackoverflow,ligd,0.5,0.1,1.0,0
88.3,77.33,83.34,0.902,0.864,86,stackoverflow,ligd,0.5,0.1,1.0,0
88.5,77.78,83.34,0.902,0.868,87,stackoverflow,ligd,0.5,0.1,1.0,0
88.5,77.78,83.87,0.902,0.868,88,stackoverflow,ligd,0.5,0.1,1.0,0
87.4,75.68,82.12,0.888,0.86,89,stackoverflow,ligd,0.5,0.1,1.0,0
88.0,76.93,82.96,0.898,0.862,90,stackoverflow,ligd,0.5,0.1,1.0,0
88.0,76.91,82.94,0.892,0.868,91,stackoverflow,ligd,0.5,0.1,1.0,0
88.2,77.36,83.43,0.898,0.866,92,stackoverflow,ligd,0.5,0.1,1.0,0
88.0,77.0,82.89,0.898,0.862,93,stackoverflow,ligd,0.5,0.1,1.0,0
88.3,77.49,83.32,0.902,0.864,94,stackoverflow,ligd,0.5,0.1,1.0,0
88.5,77.96,83.7,0.904,0.866,95,stackoverflow,ligd,0.5,0.1,1.0,0
88.2,77.51,83.6,0.9,0.864,96,stackoverflow,ligd,0.5,0.1,1.0,0
88.3,77.5,83.37,0.9,0.866,97,stackoverflow,ligd,0.5,0.1,1.0,0
88.7,78.15,83.82,0.906,0.868,98,stackoverflow,ligd,0.5,0.1,1.0,0
88.5,77.88,83.65,0.9,0.87,99,stackoverflow,ligd,0.5,0.1,1.0,0
88.2,77.19,83.36,0.894,0.87,100,stackoverflow,ligd,0.5,0.1,1.0,0
88.4,77.72,83.59,0.902,0.866,101,stackoverflow,ligd,0.5,0.1,1.0,0
88.9,78.53,84.08,0.908,0.87,102,stackoverflow,ligd,0.5,0.1,1.0,0
88.3,77.41,83.34,0.902,0.864,103,stackoverflow,ligd,0.5,0.1,1.0,0
88.0,77.05,82.83,0.894,0.866,104,stackoverflow,ligd,0.5,0.1,1.0,0
87.9,76.83,82.68,0.898,0.86,105,stackoverflow,ligd,0.5,0.1,1.0,0
88.1,77.02,82.75,0.896,0.866,106,stackoverflow,ligd,0.5,0.1,1.0,0
87.9,76.59,82.66,0.892,0.866,107,stackoverflow,ligd,0.5,0.1,1.0,0
88.4,77.76,83.51,0.902,0.866,108,stackoverflow,ligd,0.5,0.1,1.0,0
88.4,77.49,83.25,0.898,0.87,109,stackoverflow,ligd,0.5,0.1,1.0,0
88.5,77.91,83.6,0.904,0.866,110,stackoverflow,ligd,0.5,0.1,1.0,0
88.4,77.68,83.51,0.898,0.87,111,stackoverflow,ligd,0.5,0.1,1.0,0
88.1,77.11,83.07,0.898,0.864,112,stackoverflow,ligd,0.5,0.1,1.0,0
88.4,77.7,83.58,0.9,0.868,113,stackoverflow,ligd,0.5,0.1,1.0,0
87.9,76.68,82.82,0.892,0.866,114,stackoverflow,ligd,0.5,0.1,1.0,0
88.0,76.91,83.0,0.892,0.868,115,stackoverflow,ligd,0.5,0.1,1.0,0
88.1,77.03,83.0,0.898,0.864,116,stackoverflow,ligd,0.5,0.1,1.0,0
88.1,77.13,83.07,0.898,0.864,117,stackoverflow,ligd,0.5,0.1,1.0,0
88.1,77.21,82.94,0.892,0.87,118,stackoverflow,ligd,0.5,0.1,1.0,0
88.3,77.44,83.13,0.898,0.868,119,stackoverflow,ligd,0.5,0.1,1.0,0
88.0,76.94,82.79,0.898,0.862,120,stackoverflow,ligd,0.5,0.1,1.0,0
88.1,77.1,82.85,0.898,0.864,121,stackoverflow,ligd,0.5,0.1,1.0,0
88.1,77.06,83.09,0.9,0.862,122,stackoverflow,ligd,0.5,0.1,1.0,0
88.7,78.12,83.46,0.902,0.872,123,stackoverflow,ligd,0.5,0.1,1.0,0
88.2,77.24,83.01,0.898,0.866,124,stackoverflow,ligd,0.5,0.1,1.0,0
88.3,77.45,82.96,0.898,0.868,125,stackoverflow,ligd,0.5,0.1,1.0,0
88.3,77.49,83.06,0.902,0.864,126,stackoverflow,ligd,0.5,0.1,1.0,0
88.4,77.64,83.29,0.9,0.868,127,stackoverflow,ligd,0.5,0.1,1.0,0
88.7,78.24,83.66,0.904,0.87,128,stackoverflow,ligd,0.5,0.1,1.0,0
88.6,78.08,83.53,0.902,0.87,129,stackoverflow,ligd,0.5,0.1,1.0,0
88.5,77.81,83.23,0.902,0.868,130,stackoverflow,ligd,0.5,0.1,1.0,0
88.9,78.53,83.85,0.908,0.87,131,stackoverflow,ligd,0.5,0.1,1.0,0
88.8,78.38,83.67,0.906,0.87,132,stackoverflow,ligd,0.5,0.1,1.0,0
88.9,78.53,83.93,0.908,0.87,133,stackoverflow,ligd,0.5,0.1,1.0,0
88.4,77.62,83.27,0.902,0.866,134,stackoverflow,ligd,0.5,0.1,1.0,0
88.5,77.94,83.48,0.904,0.866,135,stackoverflow,ligd,0.5,0.1,1.0,0
88.4,77.62,83.19,0.902,0.866,136,stackoverflow,ligd,0.5,0.1,1.0,0
88.5,77.8,83.18,0.904,0.866,137,stackoverflow,ligd,0.5,0.1,1.0,0
88.1,77.09,82.82,0.9,0.862,138,stackoverflow,ligd,0.5,0.1,1.0,0
88.3,77.38,83.12,0.902,0.864,139,stackoverflow,ligd,0.5,0.1,1.0,0
88.1,77.06,82.9,0.9,0.862,140,stackoverflow,ligd,0.5,0.1,1.0,0
88.3,77.55,83.21,0.904,0.862,141,stackoverflow,ligd,0.5,0.1,1.0,0
88.7,78.2,83.73,0.904,0.87,142,stackoverflow,ligd,0.5,0.1,1.0,0
88.8,78.38,83.84,0.904,0.872,143,stackoverflow,ligd,0.5,0.1,1.0,0
88.5,77.87,83.37,0.902,0.868,144,stackoverflow,ligd,0.5,0.1,1.0,0
88.3,77.43,83.04,0.902,0.864,145,stackoverflow,ligd,0.5,0.1,1.0,0
88.2,77.19,82.96,0.9,0.864,146,stackoverflow,ligd,0.5,0.1,1.0,0
88.6,78.05,83.58,0.904,0.868,147,stackoverflow,ligd,0.5,0.1,1.0,0
88.6,77.99,83.56,0.904,0.868,148,stackoverflow,ligd,0.5,0.1,1.0,0
88.3,77.36,83.07,0.902,0.864,149,stackoverflow,ligd,0.5,0.1,1.0,0
